,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
30,2021-03-03,21:00,Ligue 1,Matchweek 28,Wed,Away,W,2,1,Nantes,0.6,1.3,51.0,,Yunis Abdelhamid,4-1-4-1,Willy Delajod,Match Report,,4.0,2.0,8.7,0.0,0.0,0.0,2021,Reims
31,2021-03-12,21:00,Ligue 1,Matchweek 29,Fri,Home,D,1,1,Lyon,0.7,1.5,32.0,,Yunis Abdelhamid,4-2-3-1,Jérôme Brisard,Match Report,,14.0,5.0,20.4,0.0,0.0,0.0,2021,Reims
32,2021-03-21,15:00,Ligue 1,Matchweek 30,Sun,Away,W,1,0,Dijon,1.1,0.9,47.0,,Yunis Abdelhamid,4-1-4-1,Benoît Bastien,Match Report,,9.0,2.0,21.7,1.0,0.0,0.0,2021,Reims
33,2021-04-04,15:00,Ligue 1,Matchweek 31,Sun,Home,D,2,2,Rennes,1.0,2.3,42.0,,Xavier Chavalerin,4-1-4-1,Karim Abed,Match Report,,9.0,4.0,21.0,1.0,0.0,0.0,2021,Reims
34,2021-04-11,15:00,Ligue 1,Matchweek 32,Sun,Away,D,0,0,Nice,0.5,0.6,46.0,,Yunis Abdelhamid,4-3-3,Jeremy Stinat,Match Report,,10.0,1.0,18.6,0.0,0.0,0.0,2021,Reims
35,2021-04-18,15:00,Ligue 1,Matchweek 33,Sun,Home,D,0,0,Metz,0.9,0.7,48.0,,Yunis Abdelhamid,4-4-2,Jérôme Miguelgorry,Match Report,,15.0,6.0,19.2,0.0,0.0,0.0,2021,Reims
36,2021-04-23,21:00,Ligue 1,Matchweek 34,Fri,Home,L,1,3,Marseille,0.6,2.1,42.0,,Yunis Abdelhamid,4-1-4-1,Eric Wattellier,Match Report,,10.0,1.0,19.4,0.0,0.0,0.0,2021,Reims
37,2021-05-02,15:00,Ligue 1,Matchweek 35,Sun,Away,D,2,2,Nîmes,0.8,2.5,49.0,,Yunis Abdelhamid,4-3-3,Benoît Millot,Match Report,,12.0,7.0,23.3,1.0,0.0,0.0,2021,Reims
38,2021-05-09,17:05,Ligue 1,Matchweek 36,Sun,Home,L,0,1,Monaco,0.4,0.9,40.0,,Yunis Abdelhamid,4-1-4-1,Antony Gautier,Match Report,,8.0,2.0,17.9,0.0,0.0,0.0,2021,Reims
39,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Away,L,0,4,Paris S-G,0.1,3.6,42.0,,Yunis Abdelhamid,4-1-4-1,Clément Turpin,Match Report,,2.0,0.0,22.3,0.0,0.0,0.0,2021,Reims
40,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Home,L,1,2,Bordeaux,1.0,1.1,56.0,,Xavier Chavalerin,4-4-2,Jérôme Brisard,Match Report,,10.0,3.0,14.6,0.0,0.0,0.0,2021,Reims
0,2020-08-23,15:00,Ligue 1,Matchweek 1,Sun,Away,L,1,3,Lorient,0.3,2.9,50.0,,Stefan Mitrović,4-2-3-1,Johan Hamel,Match Report,,7.0,1.0,27.7,0.0,0.0,0.0,2021,Strasbourg
1,2020-08-29,21:00,Ligue 1,Matchweek 2,Sat,Home,L,0,2,Nice,0.3,1.3,45.0,,Lamine Koné,4-2-3-1,Jérôme Brisard,Match Report,,6.0,0.0,20.3,1.0,0.0,0.0,2021,Strasbourg
2,2020-09-12,21:00,Ligue 1,Matchweek 3,Sat,Away,L,0,2,Saint-Étienne,1.4,2.0,51.0,,Stefan Mitrović,5-4-1,Eric Wattellier,Match Report,,14.0,6.0,18.2,2.0,0.0,0.0,2021,Strasbourg
3,2020-09-20,15:00,Ligue 1,Matchweek 4,Sun,Home,W,1,0,Dijon,2.7,0.6,58.0,,Stefan Mitrović,4-1-2-1-2◆,Florent Batta,Match Report,,17.0,6.0,18.1,2.0,0.0,0.0,2021,Strasbourg
4,2020-09-27,15:00,Ligue 1,Matchweek 5,Sun,Away,L,2,3,Monaco,1.5,1.3,43.0,,Stefan Mitrović,4-1-2-1-2◆,Jérémie Pignard,Match Report,,8.0,4.0,23.1,0.0,1.0,1.0,2021,Strasbourg
5,2020-10-04,15:00,Ligue 1,Matchweek 6,Sun,Home,L,0,3,Lille,1.6,1.8,47.0,,Stefan Mitrović,4-4-2,Mikael Lesage,Match Report,,15.0,2.0,14.2,0.0,0.0,0.0,2021,Strasbourg
6,2020-10-18,13:00,Ligue 1,Matchweek 7,Sun,Home,L,2,3,Lyon,2.1,3.9,53.0,,Stefan Mitrović,4-1-4-1,Ruddy Buquet,Match Report,,19.0,8.0,15.8,1.0,0.0,0.0,2021,Strasbourg
7,2020-10-25,15:00,Ligue 1,Matchweek 8,Sun,Away,W,3,0,Brest,1.2,0.9,37.0,,Stefan Mitrović,5-3-2,Jérôme Miguelgorry,Match Report,,6.0,4.0,24.1,0.0,1.0,1.0,2021,Strasbourg
8,2020-11-01,15:00,Ligue 1,Matchweek 9,Sun,Away,L,1,2,Reims,1.5,0.6,49.0,,Stefan Mitrović,5-3-2,Eric Wattellier,Match Report,,7.0,1.0,17.1,0.0,1.0,1.0,2021,Strasbourg
9,2020-11-06,21:00,Ligue 1,Matchweek 10,Fri,Home,L,0,1,Marseille,0.4,0.1,53.0,,Stefan Mitrović,4-2-3-1,Johan Hamel,Match Report,,9.0,2.0,20.6,0.0,0.0,0.0,2021,Strasbourg
10,2020-11-22,15:00,Ligue 1,Matchweek 11,Sun,Away,L,3,4,Montpellier,2.9,2.8,43.0,,Stefan Mitrović,4-4-2,Jérôme Brisard,Match Report,,7.0,3.0,19.0,0.0,2.0,2.0,2021,Strasbourg
11,2020-11-27,21:00,Ligue 1,Matchweek 12,Fri,Home,D,1,1,Rennes,0.8,2.5,32.0,,Stefan Mitrović,4-1-2-1-2◆,Benoît Millot,Match Report,,6.0,3.0,29.9,1.0,0.0,0.0,2021,Strasbourg
12,2020-12-06,15:00,Ligue 1,Matchweek 13,Sun,Away,W,4,0,Nantes,2.7,0.7,38.0,,Adrien Thomasson,4-2-3-1,Clément Turpin,Match Report,,10.0,6.0,18.8,1.0,2.0,2.0,2021,Strasbourg
13,2020-12-13,15:00,Ligue 1,Matchweek 14,Sun,Home,D,2,2,Metz,1.1,1.7,57.0,,Adrien Thomasson,4-2-3-1,François Letexier,Match Report,,17.0,4.0,22.4,0.0,0.0,0.0,2021,Strasbourg
14,2020-12-16,19:00,Ligue 1,Matchweek 15,Wed,Away,W,2,0,Angers,0.6,0.4,43.0,,Adrien Thomasson,4-2-3-1,Bastien Dechepy,Match Report,,7.0,3.0,20.9,0.0,0.0,0.0,2021,Strasbourg
15,2020-12-20,15:00,Ligue 1,Matchweek 16,Sun,Home,L,0,2,Bordeaux,1.0,1.0,54.0,,Adrien Thomasson,4-2-3-1,Benoît Bastien,Match Report,,10.0,3.0,16.3,1.0,0.0,0.0,2021,Strasbourg
16,2020-12-23,21:00,Ligue 1,Matchweek 17,Wed,Away,L,0,4,Paris S-G,0.6,2.9,31.0,,Stefan Mitrović,3-5-1-1,Jérôme Miguelgorry,Match Report,,8.0,2.0,18.3,0.0,0.0,0.0,2021,Strasbourg
17,2021-01-06,19:00,Ligue 1,Matchweek 18,Wed,Home,W,5,0,Nîmes,4.9,1.0,59.0,,Adrien Thomasson,4-1-2-1-2◆,Benoît Millot,Match Report,,18.0,9.0,16.5,0.0,2.0,3.0,2021,Strasbourg
18,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Away,W,1,0,Lens,1.3,0.6,35.0,,Adrien Thomasson,4-2-3-1,Clément Turpin,Match Report,,10.0,4.0,19.6,0.0,0.0,0.0,2021,Strasbourg
19,2021-01-17,15:00,Ligue 1,Matchweek 20,Sun,Home,W,1,0,Saint-Étienne,2.2,1.5,42.0,,Stefan Mitrović,4-1-3-2,Antony Gautier,Match Report,,15.0,2.0,17.4,0.0,0.0,0.0,2021,Strasbourg
20,2021-01-24,15:00,Ligue 1,Matchweek 21,Sun,Away,D,1,1,Dijon,2.4,0.7,50.0,,Stefan Mitrović,4-2-3-1,Jérôme Brisard,Match Report,,15.0,2.0,14.5,0.0,0.0,0.0,2021,Strasbourg
21,2021-01-31,15:00,Ligue 1,Matchweek 22,Sun,Home,L,0,1,Reims,1.2,1.4,48.0,,Stefan Mitrović,4-2-3-1,Stéphanie Frappart,Match Report,,12.0,2.0,20.3,1.0,0.0,0.0,2021,Strasbourg
22,2021-02-03,19:00,Ligue 1,Matchweek 23,Wed,Home,D,2,2,Brest,0.4,0.9,41.0,,Stefan Mitrović,4-2-3-1,Florent Batta,Match Report,,9.0,4.0,23.8,0.0,0.0,0.0,2021,Strasbourg
23,2021-02-06,19:00,Ligue 1,Matchweek 24,Sat,Away,L,0,3,Lyon,0.3,1.4,31.0,,Stefan Mitrović,4-2-3-1,Amaury Delerue,Match Report,,8.0,1.0,23.4,0.0,0.0,0.0,2021,Strasbourg
25,2021-02-14,15:00,Ligue 1,Matchweek 25,Sun,Away,W,2,1,Metz,1.5,1.7,55.0,,Stefan Mitrović,4-1-2-1-2◆,Mikael Lesage,Match Report,,13.0,2.0,19.0,1.0,0.0,0.0,2021,Strasbourg
26,2021-02-21,15:00,Ligue 1,Matchweek 26,Sun,Home,D,0,0,Angers,1.2,0.3,57.0,,Stefan Mitrović,4-1-2-1-2◆,Hakim Ben El Hadj Salem,Match Report,,15.0,2.0,15.0,0.0,0.0,0.0,2021,Strasbourg
27,2021-02-28,17:00,Ligue 1,Matchweek 27,Sun,Away,D,1,1,Lille,0.9,1.1,32.0,,Stefan Mitrović,4-4-2,Jérôme Brisard,Match Report,,10.0,3.0,24.6,0.0,0.0,0.0,2021,Strasbourg
28,2021-03-03,21:00,Ligue 1,Matchweek 28,Wed,Home,W,1,0,Monaco,0.9,0.6,38.0,,Stefan Mitrović,3-4-1-2,Eric Wattellier,Match Report,,17.0,2.0,20.5,0.0,0.0,0.0,2021,Strasbourg
29,2021-03-14,15:00,Ligue 1,Matchweek 29,Sun,Away,L,0,1,Rennes,0.6,1.0,50.0,,Stefan Mitrović,4-1-2-1-2◆,Bastien Dechepy,Match Report,,6.0,1.0,17.8,1.0,0.0,0.0,2021,Strasbourg
30,2021-03-21,13:00,Ligue 1,Matchweek 30,Sun,Home,L,1,2,Lens,2.2,1.8,60.0,,Stefan Mitrović,3-5-1-1,Jeremy Stinat,Match Report,,17.0,5.0,16.6,1.0,0.0,0.0,2021,Strasbourg
31,2021-04-04,15:00,Ligue 1,Matchweek 31,Sun,Away,W,3,2,Bordeaux,2.2,1.7,38.0,,Stefan Mitrović,4-1-2-1-2◆,Jérôme Brisard,Match Report,,11.0,4.0,16.8,0.0,1.0,1.0,2021,Strasbourg
32,2021-04-10,17:00,Ligue 1,Matchweek 32,Sat,Home,L,1,4,Paris S-G,0.9,1.9,37.0,,Stefan Mitrović,4-2-3-1,Jérémie Pignard,Match Report,,9.0,3.0,15.2,0.0,0.0,0.0,2021,Strasbourg
33,2021-04-18,15:00,Ligue 1,Matchweek 33,Sun,Away,D,1,1,Nîmes,1.1,1.4,48.0,,Stefan Mitrović,4-1-2-1-2◆,Antony Gautier,Match Report,,6.0,2.0,22.7,0.0,0.0,1.0,2021,Strasbourg
34,2021-04-25,15:00,Ligue 1,Matchweek 34,Sun,Home,L,1,2,Nantes,1.5,1.2,64.0,,Stefan Mitrović,4-3-1-2,Ruddy Buquet,Match Report,,12.0,4.0,16.2,1.0,0.0,0.0,2021,Strasbourg
35,2021-04-30,21:00,Ligue 1,Matchweek 35,Fri,Away,D,1,1,Marseille,0.4,1.0,32.0,,Stefan Mitrović,5-3-2,Stéphanie Frappart,Match Report,,8.0,5.0,18.6,0.0,0.0,0.0,2021,Strasbourg
36,2021-05-09,15:00,Ligue 1,Matchweek 36,Sun,Home,L,2,3,Montpellier,1.8,0.7,57.0,,Stefan Mitrović,4-1-2-1-2◆,Jérôme Miguelgorry,Match Report,,18.0,7.0,16.7,1.0,0.0,0.0,2021,Strasbourg
37,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Away,W,2,0,Nice,1.9,0.9,28.0,,Stefan Mitrović,5-3-2,Mikael Lesage,Match Report,,11.0,5.0,13.5,1.0,0.0,0.0,2021,Strasbourg
38,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Home,D,1,1,Lorient,0.3,0.4,51.0,,Stefan Mitrović,5-3-2,Stéphanie Frappart,Match Report,,6.0,2.0,27.1,1.0,0.0,0.0,2021,Strasbourg
0,2020-08-23,15:00,Ligue 1,Matchweek 1,Sun,Home,W,3,1,Strasbourg,2.9,0.3,50.0,,Fabien Lemoine,4-2-3-1,Johan Hamel,Match Report,,9.0,6.0,14.8,1.0,1.0,1.0,2021,Lorient
1,2020-08-30,15:00,Ligue 1,Matchweek 2,Sun,Away,L,0,2,Saint-Étienne,0.3,1.4,48.0,,Fabien Lemoine,4-3-3,Florent Batta,Match Report,,6.0,1.0,22.7,1.0,0.0,0.0,2021,Lorient
2,2020-09-13,15:00,Ligue 1,Matchweek 3,Sun,Home,L,2,3,Lens,1.0,2.0,47.0,,Fabien Lemoine,4-3-3,Aurélien Petit,Match Report,,5.0,2.0,31.4,1.0,1.0,1.0,2021,Lorient
3,2020-09-20,15:00,Ligue 1,Matchweek 4,Sun,Away,L,2,3,Brest,1.7,1.1,43.0,,Fabien Lemoine,4-2-3-1,Karim Abed,Match Report,,10.0,4.0,18.3,0.0,0.0,0.0,2021,Lorient
4,2020-09-27,17:00,Ligue 1,Matchweek 5,Sun,Home,D,1,1,Lyon,0.2,1.0,31.0,,Fabien Lemoine,5-4-1,Clément Turpin,Match Report,,4.0,2.0,14.0,0.0,0.0,0.0,2021,Lorient
5,2020-10-04,15:00,Ligue 1,Matchweek 6,Sun,Away,L,1,3,Metz,0.7,1.6,42.0,,Fabien Lemoine,5-4-1,Jérôme Miguelgorry,Match Report,,10.0,4.0,22.9,2.0,0.0,0.0,2021,Lorient
6,2020-10-17,17:00,Ligue 1,Matchweek 7,Sat,Away,W,3,1,Reims,2.7,0.3,53.0,,Jérémy Morel,4-4-2,Mikael Lesage,Match Report,,13.0,3.0,17.6,1.0,1.0,1.0,2021,Lorient
7,2020-10-24,17:00,Ligue 1,Matchweek 8,Sat,Home,L,0,1,Marseille,0.8,1.2,36.0,,Jérémy Morel,4-4-2,Benoît Bastien,Match Report,,12.0,3.0,18.2,0.0,0.0,0.0,2021,Lorient
8,2020-11-01,15:00,Ligue 1,Matchweek 9,Sun,Away,D,0,0,Dijon,1.2,0.4,46.0,,Jérémy Morel,4-4-2,Aurélien Petit,Match Report,,8.0,1.0,23.1,0.0,0.0,1.0,2021,Lorient
9,2020-11-08,15:00,Ligue 1,Matchweek 10,Sun,Home,L,0,2,Nantes,1.8,1.2,48.0,,Jérémy Morel,4-4-2,Stéphanie Frappart,Match Report,,18.0,4.0,19.1,0.0,0.0,0.0,2021,Lorient
10,2020-11-22,21:00,Ligue 1,Matchweek 11,Sun,Away,L,0,4,Lille,0.9,3.6,36.0,,Jérémy Morel,4-4-1-1,Willy Delajod,Match Report,,7.0,2.0,17.0,0.0,0.0,0.0,2021,Lorient
11,2020-11-29,15:00,Ligue 1,Matchweek 12,Sun,Home,L,0,1,Montpellier,0.5,1.6,42.0,,Laurent Abergel,4-2-3-1,Bastien Dechepy,Match Report,,8.0,2.0,17.7,0.0,0.0,0.0,2021,Lorient
12,2020-12-06,15:00,Ligue 1,Matchweek 13,Sun,Away,L,0,2,Angers,0.6,2.0,52.0,,Fabien Lemoine,4-3-3,Thomas Léonard,Match Report,,12.0,3.0,23.7,0.0,0.0,0.0,2021,Lorient
13,2020-12-13,15:00,Ligue 1,Matchweek 14,Sun,Home,W,3,0,Nîmes,2.7,0.5,44.0,,Fabien Lemoine,4-3-3,Karim Abed,Match Report,,12.0,4.0,15.8,0.0,1.0,1.0,2021,Lorient
14,2020-12-16,21:00,Ligue 1,Matchweek 15,Wed,Away,L,0,2,Paris S-G,1.4,2.7,26.0,,Laurent Abergel,3-5-2,Johan Hamel,Match Report,,8.0,3.0,14.1,0.0,0.0,0.0,2021,Lorient
15,2020-12-20,17:00,Ligue 1,Matchweek 16,Sun,Home,L,0,3,Rennes,0.8,0.9,43.0,,Fabien Lemoine,4-2-3-1,Eric Wattellier,Match Report,,11.0,2.0,21.5,1.0,0.0,0.0,2021,Lorient
16,2020-12-23,19:00,Ligue 1,Matchweek 17,Wed,Away,D,2,2,Nice,2.6,0.6,57.0,,Fabien Lemoine,4-1-4-1,Aurélien Petit,Match Report,,23.0,5.0,21.2,1.0,1.0,1.0,2021,Lorient
17,2021-01-06,19:00,Ligue 1,Matchweek 18,Wed,Home,L,2,5,Monaco,1.0,2.6,41.0,,Laurent Abergel,4-2-3-1,Franck Schneider,Match Report,,11.0,5.0,22.9,2.0,0.0,0.0,2021,Lorient
18,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Away,L,1,2,Bordeaux,1.2,1.3,51.0,,Fabien Lemoine,4-3-3,Willy Delajod,Match Report,,12.0,4.0,19.0,0.0,0.0,0.0,2021,Lorient
19,2021-01-27,21:00,Ligue 1,Matchweek 20,Wed,Home,W,3,2,Dijon,1.2,1.3,46.0,,Fabien Lemoine,4-3-3,Bastien Dechepy,Match Report,,14.0,5.0,17.1,1.0,0.0,0.0,2021,Lorient
20,2021-01-31,15:00,Ligue 1,Matchweek 22,Sun,Home,W,3,2,Paris S-G,1.8,2.6,35.0,,Laurent Abergel,5-4-1,Jeremy Stinat,Match Report,,16.0,5.0,19.1,1.0,0.0,0.0,2021,Lorient
21,2021-02-03,19:00,Ligue 1,Matchweek 23,Wed,Away,D,1,1,Rennes,0.8,1.0,41.0,,Fabien Lemoine,5-4-1,Hakim Ben El Hadj Salem,Match Report,,12.0,3.0,18.2,0.0,0.0,0.0,2021,Lorient
22,2021-02-06,17:00,Ligue 1,Matchweek 24,Sat,Home,W,1,0,Reims,1.0,0.9,40.0,,Laurent Abergel,5-4-1,Thomas Léonard,Match Report,,9.0,3.0,30.6,1.0,0.0,0.0,2021,Lorient
24,2021-02-14,13:00,Ligue 1,Matchweek 25,Sun,Away,D,2,2,Monaco,1.3,2.2,30.0,,Laurent Abergel,5-4-1,Benoît Millot,Match Report,,4.0,1.0,32.9,0.0,1.0,1.0,2021,Lorient
25,2021-02-21,17:00,Ligue 1,Matchweek 26,Sun,Home,L,1,4,Lille,0.3,1.0,44.0,,Fabien Lemoine,4-1-4-1,Johan Hamel,Match Report,,8.0,3.0,23.1,0.0,0.0,0.0,2021,Lorient
26,2021-02-24,19:00,Ligue 1,Matchweek 21,Wed,Away,L,0,1,Nîmes,0.5,1.0,51.0,,Laurent Abergel,4-3-3,Jérôme Miguelgorry,Match Report,,11.0,3.0,23.4,1.0,0.0,0.0,2021,Lorient
27,2021-02-28,15:00,Ligue 1,Matchweek 27,Sun,Home,W,2,1,Saint-Étienne,1.0,1.1,56.0,,Laurent Abergel,5-4-1,Stéphanie Frappart,Match Report,,11.0,3.0,24.5,3.0,0.0,0.0,2021,Lorient
28,2021-03-03,21:00,Ligue 1,Matchweek 28,Wed,Away,D,1,1,Montpellier,2.0,0.8,46.0,,Fabien Lemoine,5-4-1,Benoît Bastien,Match Report,,13.0,5.0,21.7,1.0,1.0,1.0,2021,Lorient
30,2021-03-14,15:00,Ligue 1,Matchweek 29,Sun,Home,D,1,1,Nice,2.2,0.5,49.0,,Laurent Abergel,3-5-2,Ruddy Buquet,Match Report,,17.0,7.0,18.3,0.0,0.0,0.0,2021,Lorient
31,2021-03-21,15:00,Ligue 1,Matchweek 30,Sun,Away,D,1,1,Nantes,0.9,1.3,63.0,,Fabien Lemoine,3-4-3,Antony Gautier,Match Report,,15.0,3.0,22.6,2.0,0.0,0.0,2021,Lorient
32,2021-04-04,15:00,Ligue 1,Matchweek 31,Sun,Home,W,1,0,Brest,1.5,0.7,46.0,,Fabien Lemoine,3-4-3,Bastien Dechepy,Match Report,,13.0,4.0,22.1,4.0,0.0,0.0,2021,Lorient
33,2021-04-11,15:00,Ligue 1,Matchweek 32,Sun,Away,L,1,4,Lens,2.0,3.3,62.0,,Fabien Lemoine,3-4-1-2,Eric Wattellier,Match Report,,17.0,5.0,14.1,0.0,0.0,0.0,2021,Lorient
34,2021-04-17,17:00,Ligue 1,Matchweek 33,Sat,Away,L,2,3,Marseille,1.4,2.2,27.0,,Fabien Lemoine,5-4-1,Hakim Ben El Hadj Salem,Match Report,,12.0,6.0,21.8,2.0,0.0,0.0,2021,Lorient
35,2021-04-25,15:00,Ligue 1,Matchweek 34,Sun,Home,W,4,1,Bordeaux,1.9,0.9,43.0,,Fabien Lemoine,5-4-1,Jérémie Pignard,Match Report,,13.0,7.0,16.5,1.0,0.0,0.0,2021,Lorient
36,2021-05-02,15:00,Ligue 1,Matchweek 35,Sun,Home,W,2,0,Angers,1.7,0.8,50.0,,Fabien Lemoine,5-3-2,Willy Delajod,Match Report,,12.0,3.0,19.7,2.0,1.0,1.0,2021,Lorient
37,2021-05-08,17:00,Ligue 1,Matchweek 36,Sat,Away,L,1,4,Lyon,0.6,4.3,41.0,,Fabien Lemoine,5-3-2,Mikael Lesage,Match Report,,8.0,2.0,22.5,0.0,0.0,0.0,2021,Lorient
38,2021-05-16,21:00,Ligue 1,Matchweek 37,Sun,Home,W,2,1,Metz,1.4,0.1,38.0,,Fabien Lemoine,3-5-2,Florent Batta,Match Report,,5.0,1.0,19.0,0.0,1.0,1.0,2021,Lorient
39,2021-05-23,21:00,Ligue 1,Matchweek 38,Sun,Away,D,1,1,Strasbourg,0.4,0.3,49.0,,Fabien Lemoine,5-3-2,Stéphanie Frappart,Match Report,,7.0,1.0,23.0,1.0,0.0,0.0,2021,Lorient
0,2020-08-23,15:00,Ligue 1,Matchweek 1,Sun,Away,L,0,4,Nîmes,0.8,1.7,56.0,,Jean-Kevin Duverne,4-2-3-1,Jérémie Pignard,Match Report,,10.0,3.0,15.4,1.0,0.0,0.0,2021,Brest
1,2020-08-30,21:00,Ligue 1,Matchweek 2,Sun,Home,L,2,3,Marseille,2.6,1.0,59.0,,Jean-Kevin Duverne,4-2-3-1,Amaury Delerue,Match Report,,19.0,4.0,13.3,0.0,0.0,0.0,2021,Brest
2,2020-09-13,15:00,Ligue 1,Matchweek 3,Sun,Away,W,2,0,Dijon,1.9,0.3,50.0,,Jean-Kevin Duverne,4-2-3-1,Bastien Dechepy,Match Report,,19.0,5.0,18.5,2.0,0.0,0.0,2021,Brest
3,2020-09-20,15:00,Ligue 1,Matchweek 4,Sun,Home,W,3,2,Lorient,1.1,1.7,57.0,,Jean-Kevin Duverne,4-2-3-1,Karim Abed,Match Report,,14.0,6.0,18.3,0.0,0.0,0.0,2021,Brest
4,2020-09-27,15:00,Ligue 1,Matchweek 5,Sun,Away,L,2,3,Angers,3.0,1.1,47.0,,Jean-Kevin Duverne,4-2-3-1,Jeremy Stinat,Match Report,,13.0,5.0,14.4,0.0,1.0,1.0,2021,Brest
5,2020-10-04,15:00,Ligue 1,Matchweek 6,Sun,Home,W,1,0,Monaco,0.6,1.2,29.0,,Jean-Kevin Duverne,4-2-3-1,Johan Hamel,Match Report,,7.0,5.0,13.3,0.0,0.0,0.0,2021,Brest
6,2020-10-18,15:00,Ligue 1,Matchweek 7,Sun,Away,L,1,3,Nantes,1.1,1.4,60.0,,Jean-Kevin Duverne,4-2-3-1,Jérémie Pignard,Match Report,,14.0,5.0,18.7,2.0,0.0,0.0,2021,Brest
7,2020-10-25,15:00,Ligue 1,Matchweek 8,Sun,Home,L,0,3,Strasbourg,0.9,1.2,63.0,,Jean-Kevin Duverne,4-2-3-1,Jérôme Miguelgorry,Match Report,,14.0,4.0,17.5,1.0,0.0,0.0,2021,Brest
8,2020-10-31,17:00,Ligue 1,Matchweek 9,Sat,Away,L,1,2,Rennes,1.1,1.4,32.0,,Jean-Kevin Duverne,4-4-2,Stéphanie Frappart,Match Report,,9.0,4.0,17.2,0.0,0.0,0.0,2021,Brest
9,2020-11-08,13:00,Ligue 1,Matchweek 10,Sun,Home,W,3,2,Lille,1.3,3.0,37.0,,Jean-Kevin Duverne,4-4-2,Florent Batta,Match Report,,12.0,8.0,12.3,0.0,0.0,0.0,2021,Brest
10,2020-11-21,17:00,Ligue 1,Matchweek 11,Sat,Home,W,4,1,Saint-Étienne,0.8,1.3,41.0,,Jean-Kevin Duverne,4-4-2,Thomas Léonard,Match Report,,10.0,5.0,17.2,0.0,0.0,0.0,2021,Brest
11,2020-11-29,15:00,Ligue 1,Matchweek 12,Sun,Away,W,2,0,Metz,1.5,0.9,54.0,,Jean-Kevin Duverne,4-4-2,Hakim Ben El Hadj Salem,Match Report,,11.0,4.0,16.3,0.0,0.0,0.0,2021,Brest
12,2020-12-06,15:00,Ligue 1,Matchweek 13,Sun,Away,L,0,1,Bordeaux,0.3,2.1,42.0,,Jean-Kevin Duverne,4-4-2,Franck Schneider,Match Report,,8.0,3.0,25.6,0.0,0.0,0.0,2021,Brest
13,2020-12-13,15:00,Ligue 1,Matchweek 14,Sun,Home,W,2,1,Reims,3.0,0.6,51.0,,Jean-Kevin Duverne,4-4-2,Aurélien Petit,Match Report,,9.0,5.0,14.0,0.0,0.0,1.0,2021,Brest
14,2020-12-16,21:00,Ligue 1,Matchweek 15,Wed,Away,D,2,2,Lyon,1.7,3.8,44.0,,Jean-Kevin Duverne,4-2-3-1,Jérôme Brisard,Match Report,,7.0,1.0,23.5,0.0,1.0,1.0,2021,Brest
15,2020-12-20,13:00,Ligue 1,Matchweek 16,Sun,Home,D,2,2,Montpellier,1.6,0.8,55.0,,Haris Belkebla,4-4-2,Benoît Millot,Match Report,,17.0,7.0,18.4,1.0,0.0,0.0,2021,Brest
16,2020-12-23,19:00,Ligue 1,Matchweek 17,Wed,Away,L,1,2,Lens,1.3,2.1,53.0,,Jean-Kevin Duverne,4-4-2,Bastien Dechepy,Match Report,,9.0,2.0,18.8,1.0,1.0,1.0,2021,Brest
17,2021-01-06,19:00,Ligue 1,Matchweek 18,Wed,Home,W,2,0,Nice,1.2,1.5,39.0,,Haris Belkebla,4-4-2,Jeremy Stinat,Match Report,,10.0,6.0,18.3,0.0,0.0,0.0,2021,Brest
18,2021-01-09,21:00,Ligue 1,Matchweek 19,Sat,Away,L,0,3,Paris S-G,0.7,2.9,39.0,,Jean-Kevin Duverne,4-4-2,Hakim Ben El Hadj Salem,Match Report,,12.0,2.0,18.5,1.0,0.0,0.0,2021,Brest
19,2021-01-17,13:00,Ligue 1,Matchweek 20,Sun,Home,L,1,2,Rennes,2.2,1.6,43.0,,Haris Belkebla,4-4-2,Ruddy Buquet,Match Report,,14.0,4.0,10.9,0.0,0.0,0.0,2021,Brest
20,2021-01-24,15:00,Ligue 1,Matchweek 21,Sun,Away,L,0,1,Reims,1.3,1.1,64.0,,Haris Belkebla,4-4-2,Johan Hamel,Match Report,,15.0,0.0,20.9,4.0,0.0,0.0,2021,Brest
21,2021-01-31,15:00,Ligue 1,Matchweek 22,Sun,Home,L,2,4,Metz,1.3,1.6,62.0,,Jean-Kevin Duverne,4-4-2,Benoît Millot,Match Report,,10.0,5.0,15.4,0.0,0.0,0.0,2021,Brest
22,2021-02-03,19:00,Ligue 1,Matchweek 23,Wed,Away,D,2,2,Strasbourg,0.9,0.4,59.0,,Haris Belkebla,4-1-4-1,Florent Batta,Match Report,,3.0,2.0,12.6,0.0,0.0,0.0,2021,Brest
23,2021-02-07,13:00,Ligue 1,Matchweek 24,Sun,Home,W,2,1,Bordeaux,1.9,0.8,47.0,,Haris Belkebla,4-3-3,Eric Wattellier,Match Report,,25.0,6.0,18.6,1.0,0.0,0.0,2021,Brest
